Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Borough,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas
ELEC,Sylvan Kissena Garage LLC - Tesla Destination,43-70 Kissena Blvd,,Flushing,NY,11355,Queens,,718-463-2070  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7538611,-73.823669,10/6/22,122481,2023-01-18 15:15:20 UTC,P,,,11/30/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Excel Parking 87-10 Northern Blvd - Tesla Destination,87-10 Northern Blvd,,Jackson Heights,NY,11372,Queens,,718-424-6555  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.755839,-73.8806563,10/6/22,122482,2023-01-18 15:15:20 UTC,P,,,1/17/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,125-10 Queens Blvd Garage - Tesla Destination,123 83rd Ave,,Kew Gardens,NY,11415,Queens,,718-793-7498  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.7119045,-73.8267727,10/6/22,122483,2023-01-18 15:15:20 UTC,P,,,11/30/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Queens Family Court Municipal Garage,150-07 Archer Street,,Queens,NY,11433,Queens,,866-816-7584,E,,Public,,,,,,,3,,,EV Connect,http://evconnect.com/,GPS,40.701647,-73.803843,4/20/23,123069,2023-04-20 01:24:32 UTC,,,,4/1/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Queens college,65-30 Kissena Blvd; Kiely Hall 711,,Queens,NY,11367,Queens,,866-816-7584,E,,Public,,,,,,,8,,,EV Connect,http://evconnect.com/,GPS,40.735874,-73.815819,4/20/23,123127,2023-04-20 01:24:21 UTC,,,,4/1/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Queensboro Hall,80-25 126th St,,Queens,NY,11415,Queens,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.714376,-73.826095,4/20/23,123134,2023-04-20 01:24:34 UTC,,,,4/1/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nassau Community College,One Education Drive,,Garden City,NY,11530,Queens,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.730794,-73.591287,4/20/23,123145,2023-04-20 01:24:28 UTC,,,,4/1/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RXR REALTY OMNI,333 Earle Ovington Blvd,,Uniondale,NY,11553,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.725338,-73.593701,4/20/23,143209,2023-04-20 00:16:30 UTC,,,,8/15/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARDEN CHARGERS JOVIA #5,1000 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740231,-73.601034,4/20/23,145671,2023-04-20 00:17:27 UTC,,,,10/1/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Shops at Skyview center,"40-24 College Point Blvd, Suite B215",,Flushing,NY,11354,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.75619,-73.8363,4/20/23,146876,2023-04-20 00:40:58 UTC,,,,10/11/19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Queens Center Mall,90-15 Queens Blvd.,,Elmhurst,NY,11373,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.73487,-73.87038,4/20/23,147204,2023-04-20 00:40:48 UTC,,,,10/24/19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BottleBuys,350 Glen Head Road,"Store hours
Mon - Sat 10am-8pm Sun Noon-5pm
FREE During business hours
$2.00 per hour when closed",Glen Head,NY,11545,Queens,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.837574,-73.614379,4/20/23,148164,2023-04-20 00:00:37 UTC,,,,11/27/14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.00-$1.00/kWh Variable Energy Fee",,,,,,,,,,,,,,,,,
ELEC,The Shops at Atlas Park - Tesla Supercharger,8000 Cooper Avenue,,Glendale,NY,11385,Queens,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,40.707998,-73.866983,10/3/22,149312,2022-12-01 17:40:26 UTC,P,,,9/30/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,
ELEC,East West Tower Garage - Tesla Destination,142-38 37th Ave,,Flushing,NY,11354,Queens,,718-228-4324  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762331,-73.825583,10/6/22,150531,2023-01-18 15:15:20 UTC,P,,,8/28/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,MPG Parking 98-41 Queens Blvd - Tesla Destination,98-59 65th Rd,,Rego Park,NY,11374,Queens,,718-997-0630  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.728618,-73.856054,10/6/22,150577,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,LAZ Parking 133-59 Roosevelt Ave - Tesla Destination,133-59 Roosevelt Ave,,Flushing,NY,11354,Queens,,718-888-1234  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.758956,-73.832331,10/6/22,150578,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,LAZ Parking 136-20 38th Ave - Tesla Destination,136-20 38th Ave,,Flushing,NY,11354,Queens,,347-723-3375  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760965,-73.829807,10/6/22,150579,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Sylvan Parking 136-33 37th Ave - Tesla Destination,136-33 37th Ave,,Flushing,NY,11354,Queens,,718-762-2729  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.761959,-73.829813,10/6/22,150586,2023-01-18 15:15:20 UTC,P,,,3/30/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,IMPark 92-77 Queens Blvd - Tesla Destination,92-77 Queens Blvd,,Rego Park,NY,11374,Queens,,212-937-8660  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732255,-73.866674,10/6/22,150587,2023-01-18 15:15:20 UTC,P,,,3/30/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,ProPark 110-45 Queens Blvd - Tesla Destination,110-45 Queens Blvd,,Forest Hills,NY,11375,Queens,,718-793-8096  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719885,-73.83857,10/6/22,150614,2023-01-18 15:15:20 UTC,P,,,1/18/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Sylvan Gerard Garage - Tesla Destination,70-25 Yellowstone Blvd,,Forest Hills,NY,11375,Queens,,718-793-6773  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7218556,-73.8491057,10/6/22,150639,2023-01-18 15:15:20 UTC,P,,,11/30/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,,Jamaica,NY,11432,Queens,,718-523-1475  877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.705133,-73.801443,10/6/22,150686,2023-01-18 15:15:20 UTC,P,,,10/17/18,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,GREEN ACRES MALL,2034 Green Acres Mall,,Valley Stream,NY,11581,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,1,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.66212,-73.72324,4/20/23,152450,2023-04-20 00:41:19 UTC,,,,1/15/20,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Queens Crossing - Tesla Supercharger,136-20 38th Avenue,,Flushing,NY,11354,Queens,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,40.760856,-73.829765,10/3/22,153417,2022-12-01 17:40:26 UTC,P,,,1/31/20,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,
ELEC,MASPETH FEDERAL MASPETH 1,56-18 69th St,,Maspeth,NY,11378,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.726232,-73.895705,4/20/23,162165,2023-04-20 00:12:54 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TOWNOFHEMPSTEAD EAST MARINA 1N,1501 Lido Blvd,,Point Lookout,NY,11569,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.592463,-73.584309,4/20/23,162282,2023-04-20 00:10:51 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA WEST 1,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773116,-73.874977,4/20/23,162285,2023-04-20 00:10:42 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA WEST 3,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773009,-73.875324,4/20/23,162287,2023-04-20 00:10:40 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFGLEN COVE PULASKI ST GARG,9 Glen Street,,Glen Cove,NY,11542,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.864321,-73.631261,4/20/23,162350,2023-04-20 00:09:40 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW FREEPORT STATION 02,291 W Sunrise Hwy,,Freeport,NY,11520,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.655617,-73.596005,4/20/23,162448,2023-04-20 00:02:54 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW FREEPORT STATION 01,100 Cleveland Ave,,Freeport,NY,11520,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.654208,-73.569134,4/20/23,162449,2023-04-20 00:02:54 UTC,,,,6/12/20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Old Westbury Golf and Country Club - Tesla Destination,270 Wheatley Road,,Old Westbury,NY,11568,Queens,,516-626-1810  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.802151,-73.601366,10/6/22,168994,2023-01-18 15:15:20 UTC,P,,,12/16/15,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 02,1 South Ave,,Garden City,NY,11530,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719585,-73.650042,4/20/23,171552,2023-04-20 00:19:29 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 04,1 South Ave,,Garden City,NY,11530,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719626,-73.650022,4/20/23,171553,2023-04-20 00:19:26 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 03,1 South Ave,,Garden City,NY,11530,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719561,-73.650096,4/20/23,171554,2023-04-20 00:19:26 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 05,1 South Ave,,Garden City,NY,11530,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719629,-73.650059,4/20/23,171555,2023-04-20 00:18:46 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 06,1 South Ave,,Garden City,NY,11530,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.71962,-73.650117,4/20/23,171556,2023-04-20 00:18:46 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARDEN CHARGERS JOVIA #4,1000 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740214,-73.60113,4/20/23,174504,2023-04-20 00:17:27 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARDEN CHARGERS JOVIA #3,1000 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740154,-73.601131,4/20/23,174505,2023-04-20 00:17:26 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARDEN CHARGERS JOVIA #2,1000 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740106,-73.601104,4/20/23,174506,2023-04-20 00:17:22 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARDEN CHARGERS JOVIA ASD 1,1000 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740059,-73.601087,4/20/23,174507,2023-04-20 00:17:22 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ JFK Y GARAGE 1,JFK Access Rd JFK International Airport,,Queens,NY,11430,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.645659,-73.779481,4/20/23,174641,2023-04-20 00:17:18 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,,Queens,NY,11430,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.645758,-73.779314,4/20/23,174643,2023-04-20 00:17:11 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA WEST 2,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773069,-73.875169,4/20/23,180139,2023-04-20 00:10:40 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA WEST 5,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772972,-73.875608,4/20/23,180140,2023-04-20 00:10:40 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA WEST 4,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772977,-73.875474,4/20/23,180141,2023-04-20 00:10:40 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ LGA E GARAGE W1,East Garage E End Rd LaGuardia Airport,,New York,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.770752,-73.866327,4/20/23,180166,2023-04-20 00:03:58 UTC,,,,1/27/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NYC FLEET DPRWFMARNA_1_L3,109-5 Marina Rd,,Corona,NY,11368,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.760609,-73.857002,4/20/23,187658,2023-04-20 00:21:40 UTC,,,,4/16/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Gerard Garage,69-13 Austin St.,Unit#338 is under repair.||,Forest Hills,NY,11375,Queens,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.72205,-73.849351,4/19/23,189365,2023-04-19 00:00:16 UTC,,,,5/7/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Kew Garage,8002 Kew Gardens Rd,,Kew Gardens,NY,11415,Queens,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.713705,-73.831217,4/20/23,189547,2023-04-20 00:00:51 UTC,,,,5/11/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,MASPETH FEDERAL STATION 1,101-09 Metropolitan Ave,,Forest Hills,NY,11375,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.710752,-73.851417,4/20/23,193535,2023-04-20 00:25:35 UTC,,,,8/6/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,THE VANDERBILT BEECHWOOD HOMES,990 Corporate Dr,,Westbury,NY,11590,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.739353,-73.60072,4/20/23,193752,2023-04-20 00:27:02 UTC,,,,8/11/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Willis Row - Tesla Supercharger,373 Willis Avenue,,Roslyn Heights,NY,11577,Queens,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.77943,-73.65012,10/3/22,194077,2022-12-01 17:40:26 UTC,P,,,7/27/21,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,
ELEC,EVolve NY JFK Airport,130th Place Between E & W Hangar Road,,Queens,NY,11430,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,40.65608,-73.80809,4/20/23,194919,2023-04-20 00:41:32 UTC,,,,9/2/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,JFK Airport - West Cell Phone Lot,130th Place Between E & W Hangar Rd,,Jamaica,NY,11430,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,40.65609058,-73.80807874,9/10/21,194951,2022-02-10 19:42:29 UTC,SG,,,8/30/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,AIRPORT,,,,,,,$0.35 per kWh; Parking fee,,,,,,,,,,FALSE,,,,,,,
ELEC,NYC FLEET DCASCSTHSE_1_L3,6626 Metropolitan Ave,,Middle Village,NY,11379,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711327,-73.89229,4/20/23,196564,2023-04-20 00:22:01 UTC,,,,10/1/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NYC FLEET DCASCSTHSE_3_L3,6626 Metropolitan Ave,,Middle Village,NY,11379,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711273,-73.89222,4/20/23,196565,2023-04-20 00:22:01 UTC,,,,10/1/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NYC FLEET DCASCSTHSE_2_L3,6626 Metropolitan Ave,,Middle Village,NY,11379,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711266,-73.89218,4/20/23,196566,2023-04-20 00:23:00 UTC,,,,10/1/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,134-10 225th St,137-10 225th St,,Jamaica,NY,11413,Queens,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.677402,-73.745064,4/20/23,198164,2023-04-20 01:05:23 UTC,,,,10/23/21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Roosevelt Field - Tesla Supercharger,630 Old Country Road,,Garden City,NY,11530,Queens,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.741602,-73.613058,10/3/22,200956,2022-12-01 17:40:26 UTC,P,,,11/4/21,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,FALSE,,,,,,,
ELEC,Carle Place Commons - Tesla Supercharger,117 Old Country Road,,Carle Place,NY,11514,Queens,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.744734,-73.616176,10/3/22,201668,2022-12-01 17:40:26 UTC,P,,,11/18/21,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,FALSE,,,,,,,
ELEC,"Brixmor Parkway Plaza (Carle Place, NY)",207-225 Glen Cove Rd,,Carle Place,NY,11514,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.74809,-73.61688,4/20/23,203023,2023-04-20 00:41:00 UTC,,,,12/24/21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MPGARDENS STATION 1,36 Newbridge Rd,,East Meadow,NY,11554,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.705143,-73.546936,4/20/23,206835,2023-04-20 00:27:28 UTC,,,,2/22/22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Site Centers The Hub (Hempstead, NY)",132-178 Fulton Ave,,Hempstead,NY,11550,Queens,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.70601,-73.63095,4/20/23,211861,2023-04-20 00:41:22 UTC,,,,3/17/22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
